value,year,age,sex
9,1951,93,M
8,1952,93,M
6,1953,93,M
10,1954,93,M
9,1955,93,M
9,1956,93,M
11,1957,93,M
12,1958,93,M
12,1959,93,M
12,1960,93,M
12,1961,93,M
10,1962,93,M
7,1963,93,M
10,1964,93,M
10,1965,93,M
8,1966,93,M
20,1967,93,M
9,1968,93,M
18,1969,93,M
9,1970,93,M
15,1971,93,M
10,1972,93,M
11,1973,93,M
9,1974,93,M
11,1975,93,M
10,1976,93,M
13,1977,93,M
15,1978,93,M
14,1979,93,M
19,1980,93,M
20,1981,93,M
26,1982,93,M
28,1983,93,M
22,1984,93,M
39,1985,93,M
28,1986,93,M
32,1987,93,M
35,1988,93,M
30,1989,93,M
38,1990,93,M
42,1991,93,M
37,1992,93,M
46,1993,93,M
41,1994,93,M
45,1995,93,M
45,1996,93,M
44,1997,93,M
47,1998,93,M
45,1999,93,M
44,2000,93,M
38,2001,93,M
44,2002,93,M
41,2003,93,M
45,2004,93,M
42,2005,93,M
52,2006,93,M
53,2007,93,M
48,2008,93,M
56,2009,93,M
54,2010,93,M
52,2011,93,M
62,2012,93,M
59,2013,93,M
67,2014,93,M
65,2015,93,M
85,2016,93,M
62,2017,93,M
76,2018,93,M
100,2019,93,M
2,1841,94,M
1,1842,94,M
1,1843,94,M
1,1844,94,M
1,1845,94,M
4,1846,94,M
0,1847,94,M
0,1848,94,M
1,1849,94,M
0,1850,94,M
1,1851,94,M
2,1852,94,M
0,1853,94,M
0,1854,94,M
3,1855,94,M
3,1856,94,M
1,1857,94,M
1,1858,94,M
2,1859,94,M
1,1860,94,M
1,1861,94,M
3,1862,94,M
0,1863,94,M
1,1864,94,M
1,1865,94,M
1,1866,94,M
0,1867,94,M
0,1868,94,M
0,1869,94,M
0,1870,94,M
0,1871,94,M
1,1872,94,M
0,1873,94,M
1,1874,94,M
0,1875,94,M
1,1876,94,M
1,1877,94,M
0,1878,94,M
0,1879,94,M
1,1880,94,M
0,1881,94,M
1,1882,94,M
0,1883,94,M
1,1884,94,M
1,1885,94,M
2,1886,94,M
0,1887,94,M
0,1888,94,M
1,1889,94,M
0,1890,94,M
1,1891,94,M
3,1892,94,M
0,1893,94,M
1,1894,94,M
2,1895,94,M
3,1896,94,M
3,1897,94,M
2,1898,94,M
2,1899,94,M
1,1900,94,M
0,1901,94,M
3,1902,94,M
0,1903,94,M
1,1904,94,M
1,1905,94,M
0,1906,94,M
0,1907,94,M
0,1908,94,M
1,1909,94,M
1,1910,94,M
0,1911,94,M
0,1912,94,M
1,1913,94,M
0,1914,94,M
2,1915,94,M
0,1916,94,M
1,1917,94,M
3,1918,94,M
0,1919,94,M
1,1920,94,M
1,1921,94,M
0,1922,94,M
0,1923,94,M
2,1924,94,M
4,1925,94,M
4,1926,94,M
2,1927,94,M
3,1928,94,M
2,1929,94,M
1,1930,94,M
2,1931,94,M
1,1932,94,M
1,1933,94,M
0,1934,94,M
2,1935,94,M
3,1936,94,M
2,1937,94,M
1,1938,94,M
1,1939,94,M
0,1940,94,M
2,1941,94,M
4,1942,94,M
1,1943,94,M
5,1944,94,M
4,1945,94,M
3,1946,94,M
4,1947,94,M
3,1948,94,M
6,1949,94,M
7,1950,94,M
7,1951,94,M
1,1952,94,M
1,1953,94,M
4,1954,94,M
5,1955,94,M
2,1956,94,M
5,1957,94,M
8,1958,94,M
10,1959,94,M
12,1960,94,M
9,1961,94,M
9,1962,94,M
7,1963,94,M
1,1964,94,M
5,1965,94,M
6,1966,94,M
8,1967,94,M
13,1968,94,M
4,1969,94,M
13,1970,94,M
7,1971,94,M
12,1972,94,M
9,1973,94,M
10,1974,94,M
8,1975,94,M
9,1976,94,M
8,1977,94,M
10,1978,94,M
12,1979,94,M
11,1980,94,M
14,1981,94,M
14,1982,94,M
21,1983,94,M
22,1984,94,M
15,1985,94,M
30,1986,94,M
23,1987,94,M
27,1988,94,M
26,1989,94,M
26,1990,94,M
31,1991,94,M
33,1992,94,M
25,1993,94,M
37,1994,94,M
35,1995,94,M
35,1996,94,M
32,1997,94,M
34,1998,94,M
41,1999,94,M
34,2000,94,M
28,2001,94,M
23,2002,94,M
37,2003,94,M
30,2004,94,M
29,2005,94,M
31,2006,94,M
37,2007,94,M
42,2008,94,M
34,2009,94,M
42,2010,94,M
41,2011,94,M
37,2012,94,M
47,2013,94,M
45,2014,94,M
49,2015,94,M
45,2016,94,M
60,2017,94,M
45,2018,94,M
57,2019,94,M
1,1841,95,M
1,1842,95,M
1,1843,95,M
1,1844,95,M
1,1845,95,M
1,1846,95,M
2,1847,95,M
0,1848,95,M
0,1849,95,M
1,1850,95,M
0,1851,95,M
1,1852,95,M
1,1853,95,M
0,1854,95,M
0,1855,95,M
1,1856,95,M
1,1857,95,M
1,1858,95,M
1,1859,95,M
1,1860,95,M
1,1861,95,M
1,1862,95,M
1,1863,95,M
0,1864,95,M
1,1865,95,M
0,1866,95,M
1,1867,95,M
0,1868,95,M
0,1869,95,M
0,1870,95,M
0,1871,95,M
0,1872,95,M
1,1873,95,M
0,1874,95,M
0,1875,95,M
0,1876,95,M
0,1877,95,M
1,1878,95,M
0,1879,95,M
0,1880,95,M
1,1881,95,M
0,1882,95,M
1,1883,95,M
0,1884,95,M
1,1885,95,M
1,1886,95,M
1,1887,95,M
0,1888,95,M
0,1889,95,M
1,1890,95,M
0,1891,95,M
0,1892,95,M
2,1893,95,M
0,1894,95,M
1,1895,95,M
1,1896,95,M
2,1897,95,M
3,1898,95,M
2,1899,95,M
1,1900,95,M
1,1901,95,M
0,1902,95,M
3,1903,95,M
0,1904,95,M
1,1905,95,M
1,1906,95,M
0,1907,95,M
0,1908,95,M
0,1909,95,M
1,1910,95,M
0,1911,95,M
0,1912,95,M
0,1913,95,M
1,1914,95,M
0,1915,95,M
1,1916,95,M
0,1917,95,M
1,1918,95,M
2,1919,95,M
0,1920,95,M
0,1921,95,M
1,1922,95,M
0,1923,95,M
0,1924,95,M
1,1925,95,M
2,1926,95,M
3,1927,95,M
2,1928,95,M
1,1929,95,M
2,1930,95,M
1,1931,95,M
2,1932,95,M
1,1933,95,M
1,1934,95,M
0,1935,95,M
1,1936,95,M
2,1937,95,M
2,1938,95,M
1,1939,95,M
0,1940,95,M
0,1941,95,M
1,1942,95,M
2,1943,95,M
1,1944,95,M
1,1945,95,M
2,1946,95,M
1,1947,95,M
2,1948,95,M
2,1949,95,M
4,1950,95,M
5,1951,95,M
6,1952,95,M
1,1953,95,M
1,1954,95,M
4,1955,95,M
2,1956,95,M
2,1957,95,M
4,1958,95,M
3,1959,95,M
7,1960,95,M
7,1961,95,M
8,1962,95,M
7,1963,95,M
3,1964,95,M
0,1965,95,M
3,1966,95,M
2,1967,95,M
4,1968,95,M
8,1969,95,M
6,1970,95,M
10,1971,95,M
5,1972,95,M
8,1973,95,M
8,1974,95,M
6,1975,95,M
8,1976,95,M
8,1977,95,M
6,1978,95,M
8,1979,95,M
7,1980,95,M
8,1981,95,M
12,1982,95,M
8,1983,95,M
17,1984,95,M
17,1985,95,M
11,1986,95,M
23,1987,95,M
19,1988,95,M
18,1989,95,M
18,1990,95,M
20,1991,95,M
22,1992,95,M
23,1993,95,M
18,1994,95,M
26,1995,95,M
27,1996,95,M
29,1997,95,M
23,1998,95,M
23,1999,95,M
32,2000,95,M
22,2001,95,M
18,2002,95,M
15,2003,95,M
29,2004,95,M
19,2005,95,M
19,2006,95,M
22,2007,95,M
28,2008,95,M
33,2009,95,M
24,2010,95,M
30,2011,95,M
35,2012,95,M
24,2013,95,M
38,2014,95,M
33,2015,95,M
36,2016,95,M
33,2017,95,M
47,2018,95,M
38,2019,95,M
1,1841,96,M
1,1842,96,M
1,1843,96,M
1,1844,96,M
1,1845,96,M
1,1846,96,M
1,1847,96,M
2,1848,96,M
0,1849,96,M
0,1850,96,M
0,1851,96,M
0,1852,96,M
1,1853,96,M
0,1854,96,M
0,1855,96,M
0,1856,96,M
1,1857,96,M
1,1858,96,M
1,1859,96,M
0,1860,96,M
0,1861,96,M
1,1862,96,M
0,1863,96,M
1,1864,96,M
0,1865,96,M
0,1866,96,M
0,1867,96,M
0,1868,96,M
0,1869,96,M
0,1870,96,M
0,1871,96,M
0,1872,96,M
0,1873,96,M
0,1874,96,M
0,1875,96,M
0,1876,96,M
0,1877,96,M
0,1878,96,M
1,1879,96,M
0,1880,96,M
0,1881,96,M
1,1882,96,M
0,1883,96,M
1,1884,96,M
0,1885,96,M
0,1886,96,M
1,1887,96,M
0,1888,96,M
0,1889,96,M
0,1890,96,M
1,1891,96,M
0,1892,96,M
0,1893,96,M
2,1894,96,M
0,1895,96,M
0,1896,96,M
0,1897,96,M
1,1898,96,M
2,1899,96,M
0,1900,96,M
1,1901,96,M
1,1902,96,M
0,1903,96,M
3,1904,96,M
0,1905,96,M
1,1906,96,M
1,1907,96,M
0,1908,96,M
0,1909,96,M
0,1910,96,M
0,1911,96,M
0,1912,96,M
0,1913,96,M
0,1914,96,M
0,1915,96,M
0,1916,96,M
0,1917,96,M
0,1918,96,M
1,1919,96,M
2,1920,96,M
0,1921,96,M
0,1922,96,M
1,1923,96,M
0,1924,96,M
0,1925,96,M
1,1926,96,M
2,1927,96,M
3,1928,96,M
0,1929,96,M
1,1930,96,M
2,1931,96,M
1,1932,96,M
2,1933,96,M
1,1934,96,M
1,1935,96,M
0,1936,96,M
1,1937,96,M
1,1938,96,M
2,1939,96,M
1,1940,96,M
0,1941,96,M
0,1942,96,M
1,1943,96,M
2,1944,96,M
0,1945,96,M
0,1946,96,M
1,1947,96,M
1,1948,96,M
1,1949,96,M
0,1950,96,M
4,1951,96,M
4,1952,96,M
5,1953,96,M
1,1954,96,M
1,1955,96,M
3,1956,96,M
1,1957,96,M
1,1958,96,M
3,1959,96,M
3,1960,96,M
6,1961,96,M
5,1962,96,M
5,1963,96,M
5,1964,96,M
1,1965,96,M
1,1966,96,M
2,1967,96,M
2,1968,96,M
3,1969,96,M
7,1970,96,M
2,1971,96,M
6,1972,96,M
3,1973,96,M
6,1974,96,M
8,1975,96,M
5,1976,96,M
5,1977,96,M
6,1978,96,M
6,1979,96,M
7,1980,96,M
5,1981,96,M
4,1982,96,M
4,1983,96,M
5,1984,96,M
11,1985,96,M
12,1986,96,M
8,1987,96,M
19,1988,96,M
13,1989,96,M
12,1990,96,M
13,1991,96,M
16,1992,96,M
17,1993,96,M
17,1994,96,M
14,1995,96,M
20,1996,96,M
22,1997,96,M
19,1998,96,M
15,1999,96,M
17,2000,96,M
23,2001,96,M
16,2002,96,M
12,2003,96,M
11,2004,96,M
24,2005,96,M
10,2006,96,M
12,2007,96,M
14,2008,96,M
19,2009,96,M
17,2010,96,M
16,2011,96,M
21,2012,96,M
26,2013,96,M
17,2014,96,M
26,2015,96,M
20,2016,96,M
27,2017,96,M
25,2018,96,M
30,2019,96,M
1,1841,97,M
1,1842,97,M
1,1843,97,M
1,1844,97,M
1,1845,97,M
1,1846,97,M
1,1847,97,M
1,1848,97,M
2,1849,97,M
0,1850,97,M
0,1851,97,M
0,1852,97,M
0,1853,97,M
0,1854,97,M
0,1855,97,M
0,1856,97,M
0,1857,97,M
1,1858,97,M
0,1859,97,M
0,1860,97,M
0,1861,97,M
0,1862,97,M
0,1863,97,M
0,1864,97,M
1,1865,97,M
0,1866,97,M
0,1867,97,M
0,1868,97,M
0,1869,97,M
0,1870,97,M
0,1871,97,M
0,1872,97,M
0,1873,97,M
0,1874,97,M
0,1875,97,M
0,1876,97,M
0,1877,97,M
0,1878,97,M
0,1879,97,M
1,1880,97,M
0,1881,97,M
0,1882,97,M
1,1883,97,M
0,1884,97,M
1,1885,97,M
0,1886,97,M
0,1887,97,M
0,1888,97,M
0,1889,97,M
0,1890,97,M
0,1891,97,M
0,1892,97,M
0,1893,97,M
0,1894,97,M
2,1895,97,M
0,1896,97,M
0,1897,97,M
0,1898,97,M
0,1899,97,M
1,1900,97,M
0,1901,97,M
1,1902,97,M
1,1903,97,M
0,1904,97,M
3,1905,97,M
0,1906,97,M
1,1907,97,M
1,1908,97,M
0,1909,97,M
0,1910,97,M
0,1911,97,M
0,1912,97,M
0,1913,97,M
0,1914,97,M
0,1915,97,M
0,1916,97,M
0,1917,97,M
0,1918,97,M
0,1919,97,M
1,1920,97,M
2,1921,97,M
0,1922,97,M
0,1923,97,M
1,1924,97,M
0,1925,97,M
0,1926,97,M
1,1927,97,M
1,1928,97,M
1,1929,97,M
0,1930,97,M
1,1931,97,M
2,1932,97,M
1,1933,97,M
2,1934,97,M
1,1935,97,M
1,1936,97,M
0,1937,97,M
1,1938,97,M
1,1939,97,M
1,1940,97,M
0,1941,97,M
0,1942,97,M
0,1943,97,M
1,1944,97,M
0,1945,97,M
0,1946,97,M
0,1947,97,M
1,1948,97,M
0,1949,97,M
1,1950,97,M
0,1951,97,M
2,1952,97,M
2,1953,97,M
4,1954,97,M
1,1955,97,M
1,1956,97,M
2,1957,97,M
0,1958,97,M
0,1959,97,M
2,1960,97,M
2,1961,97,M
5,1962,97,M
3,1963,97,M
3,1964,97,M
1,1965,97,M
3,1966,97,M
1,1967,97,M
2,1968,97,M
1,1969,97,M
2,1970,97,M
5,1971,97,M
2,1972,97,M
3,1973,97,M
3,1974,97,M
4,1975,97,M
8,1976,97,M
4,1977,97,M
4,1978,97,M
5,1979,97,M
3,1980,97,M
5,1981,97,M
5,1982,97,M
2,1983,97,M
3,1984,97,M
3,1985,97,M
9,1986,97,M
7,1987,97,M
7,1988,97,M
12,1989,97,M
10,1990,97,M
8,1991,97,M
9,1992,97,M
9,1993,97,M
13,1994,97,M
13,1995,97,M
9,1996,97,M
12,1997,97,M
18,1998,97,M
15,1999,97,M
6,2000,97,M
13,2001,97,M
19,2002,97,M
13,2003,97,M
8,2004,97,M
6,2005,97,M
15,2006,97,M
7,2007,97,M
8,2008,97,M
9,2009,97,M
9,2010,97,M
9,2011,97,M
10,2012,97,M
15,2013,97,M
18,2014,97,M
12,2015,97,M
18,2016,97,M
15,2017,97,M
18,2018,97,M
16,2019,97,M
0,1841,98,M
1,1842,98,M
0,1843,98,M
0,1844,98,M
1,1845,98,M
1,1846,98,M
1,1847,98,M
1,1848,98,M
1,1849,98,M
2,1850,98,M
0,1851,98,M
0,1852,98,M
0,1853,98,M
0,1854,98,M
0,1855,98,M
0,1856,98,M
0,1857,98,M
0,1858,98,M
0,1859,98,M
0,1860,98,M
0,1861,98,M
0,1862,98,M
0,1863,98,M
0,1864,98,M
0,1865,98,M
1,1866,98,M
0,1867,98,M
0,1868,98,M
0,1869,98,M
0,1870,98,M
0,1871,98,M
0,1872,98,M
0,1873,98,M
0,1874,98,M
0,1875,98,M
0,1876,98,M
0,1877,98,M
0,1878,98,M
0,1879,98,M
0,1880,98,M
0,1881,98,M
0,1882,98,M
0,1883,98,M
0,1884,98,M
0,1885,98,M
1,1886,98,M
0,1887,98,M
0,1888,98,M
0,1889,98,M
0,1890,98,M
0,1891,98,M
0,1892,98,M
0,1893,98,M
0,1894,98,M
0,1895,98,M
1,1896,98,M
0,1897,98,M
0,1898,98,M
0,1899,98,M
0,1900,98,M
1,1901,98,M
0,1902,98,M
1,1903,98,M
0,1904,98,M
0,1905,98,M
1,1906,98,M
0,1907,98,M
0,1908,98,M
0,1909,98,M
0,1910,98,M
0,1911,98,M
0,1912,98,M
0,1913,98,M
0,1914,98,M
0,1915,98,M
0,1916,98,M
0,1917,98,M
0,1918,98,M
0,1919,98,M
0,1920,98,M
1,1921,98,M
1,1922,98,M
0,1923,98,M
0,1924,98,M
0,1925,98,M
0,1926,98,M
0,1927,98,M
0,1928,98,M
1,1929,98,M
1,1930,98,M
0,1931,98,M
1,1932,98,M
1,1933,98,M
1,1934,98,M
2,1935,98,M
1,1936,98,M
1,1937,98,M
0,1938,98,M
0,1939,98,M
1,1940,98,M
1,1941,98,M
0,1942,98,M
0,1943,98,M
0,1944,98,M
0,1945,98,M
0,1946,98,M
0,1947,98,M
0,1948,98,M
1,1949,98,M
0,1950,98,M
1,1951,98,M
0,1952,98,M
1,1953,98,M
2,1954,98,M
3,1955,98,M
0,1956,98,M
1,1957,98,M
2,1958,98,M
0,1959,98,M
0,1960,98,M
2,1961,98,M
2,1962,98,M
5,1963,98,M
2,1964,98,M
1,1965,98,M
2,1966,98,M
2,1967,98,M
1,1968,98,M
2,1969,98,M
0,1970,98,M
1,1971,98,M
4,1972,98,M
0,1973,98,M
2,1974,98,M
3,1975,98,M
2,1976,98,M
4,1977,98,M
2,1978,98,M
3,1979,98,M
4,1980,98,M
1,1981,98,M
4,1982,98,M
4,1983,98,M
2,1984,98,M
3,1985,98,M
2,1986,98,M
6,1987,98,M
5,1988,98,M
5,1989,98,M
6,1990,98,M
10,1991,98,M
6,1992,98,M
7,1993,98,M
8,1994,98,M
6,1995,98,M
7,1996,98,M
4,1997,98,M
7,1998,98,M
12,1999,98,M
8,2000,98,M
6,2001,98,M
11,2002,98,M
13,2003,98,M
7,2004,98,M
5,2005,98,M
4,2006,98,M
9,2007,98,M
6,2008,98,M
7,2009,98,M
5,2010,98,M
5,2011,98,M
6,2012,98,M
6,2013,98,M
15,2014,98,M
11,2015,98,M
9,2016,98,M
12,2017,98,M
10,2018,98,M
11,2019,98,M
0,1841,99,M
0,1842,99,M
1,1843,99,M
0,1844,99,M
0,1845,99,M
1,1846,99,M
0,1847,99,M
0,1848,99,M
0,1849,99,M
1,1850,99,M
2,1851,99,M
0,1852,99,M
0,1853,99,M
0,1854,99,M
0,1855,99,M
0,1856,99,M
0,1857,99,M
0,1858,99,M
0,1859,99,M
0,1860,99,M
0,1861,99,M
0,1862,99,M
0,1863,99,M
0,1864,99,M
0,1865,99,M
0,1866,99,M
1,1867,99,M
0,1868,99,M
0,1869,99,M
0,1870,99,M
0,1871,99,M
0,1872,99,M
0,1873,99,M
0,1874,99,M
0,1875,99,M
0,1876,99,M
0,1877,99,M
0,1878,99,M
0,1879,99,M
0,1880,99,M
0,1881,99,M
0,1882,99,M
0,1883,99,M
0,1884,99,M
0,1885,99,M
0,1886,99,M
1,1887,99,M
0,1888,99,M
0,1889,99,M
0,1890,99,M
0,1891,99,M
0,1892,99,M
0,1893,99,M
0,1894,99,M
0,1895,99,M
0,1896,99,M
1,1897,99,M
0,1898,99,M
0,1899,99,M
0,1900,99,M
0,1901,99,M
1,1902,99,M
0,1903,99,M
0,1904,99,M
0,1905,99,M
0,1906,99,M
0,1907,99,M
0,1908,99,M
0,1909,99,M
0,1910,99,M
0,1911,99,M
0,1912,99,M
0,1913,99,M
0,1914,99,M
0,1915,99,M
0,1916,99,M
0,1917,99,M
0,1918,99,M
0,1919,99,M
0,1920,99,M
0,1921,99,M
0,1922,99,M
0,1923,99,M
0,1924,99,M
0,1925,99,M
0,1926,99,M
0,1927,99,M
0,1928,99,M
0,1929,99,M
1,1930,99,M
1,1931,99,M
0,1932,99,M
1,1933,99,M
1,1934,99,M
0,1935,99,M
1,1936,99,M
1,1937,99,M
1,1938,99,M
0,1939,99,M
0,1940,99,M
0,1941,99,M
1,1942,99,M
0,1943,99,M
0,1944,99,M
0,1945,99,M
0,1946,99,M
0,1947,99,M
0,1948,99,M
0,1949,99,M
1,1950,99,M
0,1951,99,M
0,1952,99,M
0,1953,99,M
0,1954,99,M
0,1955,99,M
1,1956,99,M
0,1957,99,M
1,1958,99,M
2,1959,99,M
0,1960,99,M
0,1961,99,M
1,1962,99,M
1,1963,99,M
3,1964,99,M
1,1965,99,M
0,1966,99,M
0,1967,99,M
2,1968,99,M
1,1969,99,M
1,1970,99,M
0,1971,99,M
0,1972,99,M
2,1973,99,M
0,1974,99,M
2,1975,99,M
2,1976,99,M
1,1977,99,M
3,1978,99,M
0,1979,99,M
1,1980,99,M
4,1981,99,M
1,1982,99,M
2,1983,99,M
4,1984,99,M
2,1985,99,M
2,1986,99,M
2,1987,99,M
5,1988,99,M
2,1989,99,M
4,1990,99,M
5,1991,99,M
9,1992,99,M
4,1993,99,M
5,1994,99,M
6,1995,99,M
3,1996,99,M
4,1997,99,M
2,1998,99,M
6,1999,99,M
8,2000,99,M
6,2001,99,M
3,2002,99,M
10,2003,99,M
8,2004,99,M
5,2005,99,M
3,2006,99,M
2,2007,99,M
7,2008,99,M
5,2009,99,M
3,2010,99,M
3,2011,99,M
2,2012,99,M
6,2013,99,M
3,2014,99,M
12,2015,99,M
6,2016,99,M
7,2017,99,M
9,2018,99,M
8,2019,99,M
1,1841,100,M
0,1842,100,M
0,1843,100,M
0,1844,100,M
0,1845,100,M
0,1846,100,M
0,1847,100,M
0,1848,100,M
0,1849,100,M
0,1850,100,M
1,1851,100,M
1,1852,100,M
0,1853,100,M
0,1854,100,M
0,1855,100,M
0,1856,100,M
0,1857,100,M
0,1858,100,M
0,1859,100,M
0,1860,100,M
0,1861,100,M
0,1862,100,M
0,1863,100,M
0,1864,100,M
0,1865,100,M
0,1866,100,M
0,1867,100,M
1,1868,100,M
0,1869,100,M
0,1870,100,M
0,1871,100,M
0,1872,100,M
0,1873,100,M
0,1874,100,M
0,1875,100,M
0,1876,100,M
0,1877,100,M
0,1878,100,M
0,1879,100,M
0,1880,100,M
0,1881,100,M
0,1882,100,M
0,1883,100,M
0,1884,100,M
0,1885,100,M
0,1886,100,M
0,1887,100,M
0,1888,100,M
0,1889,100,M
0,1890,100,M
0,1891,100,M
0,1892,100,M
0,1893,100,M
0,1894,100,M
0,1895,100,M
0,1896,100,M
0,1897,100,M
0,1898,100,M
0,1899,100,M
0,1900,100,M
0,1901,100,M
0,1902,100,M
1,1903,100,M
0,1904,100,M
0,1905,100,M
0,1906,100,M
0,1907,100,M
0,1908,100,M
0,1909,100,M
0,1910,100,M
0,1911,100,M
0,1912,100,M
0,1913,100,M
0,1914,100,M
0,1915,100,M
0,1916,100,M
0,1917,100,M
0,1918,100,M
0,1919,100,M
0,1920,100,M
0,1921,100,M
0,1922,100,M
0,1923,100,M
0,1924,100,M
0,1925,100,M
0,1926,100,M
0,1927,100,M
0,1928,100,M
0,1929,100,M
0,1930,100,M
1,1931,100,M
1,1932,100,M
0,1933,100,M
1,1934,100,M
1,1935,100,M
0,1936,100,M
0,1937,100,M
1,1938,100,M
1,1939,100,M
0,1940,100,M
0,1941,100,M
0,1942,100,M
0,1943,100,M
0,1944,100,M
0,1945,100,M
0,1946,100,M
0,1947,100,M
0,1948,100,M
0,1949,100,M
0,1950,100,M
0,1951,100,M
0,1952,100,M
0,1953,100,M
0,1954,100,M
0,1955,100,M
0,1956,100,M
1,1957,100,M
0,1958,100,M
1,1959,100,M
0,1960,100,M
0,1961,100,M
0,1962,100,M
1,1963,100,M
0,1964,100,M
0,1965,100,M
0,1966,100,M
0,1967,100,M
0,1968,100,M
2,1969,100,M
0,1970,100,M
0,1971,100,M
0,1972,100,M
0,1973,100,M
0,1974,100,M
0,1975,100,M
0,1976,100,M
2,1977,100,M
1,1978,100,M
2,1979,100,M
0,1980,100,M
1,1981,100,M
2,1982,100,M
0,1983,100,M
2,1984,100,M
3,1985,100,M
0,1986,100,M
0,1987,100,M
1,1988,100,M
3,1989,100,M
1,1990,100,M
2,1991,100,M
2,1992,100,M
6,1993,100,M
3,1994,100,M
4,1995,100,M
5,1996,100,M
2,1997,100,M
2,1998,100,M
1,1999,100,M
4,2000,100,M
4,2001,100,M
5,2002,100,M
0,2003,100,M
6,2004,100,M
8,2005,100,M
2,2006,100,M
3,2007,100,M
2,2008,100,M
4,2009,100,M
5,2010,100,M
2,2011,100,M
1,2012,100,M
2,2013,100,M
4,2014,100,M
1,2015,100,M
8,2016,100,M
5,2017,100,M
4,2018,100,M
6,2019,100,M
0,1841,101,M
1,1842,101,M
0,1843,101,M
0,1844,101,M
0,1845,101,M
0,1846,101,M
0,1847,101,M
0,1848,101,M
0,1849,101,M
0,1850,101,M
0,1851,101,M
1,1852,101,M
1,1853,101,M
0,1854,101,M
0,1855,101,M
0,1856,101,M
0,1857,101,M
0,1858,101,M
0,1859,101,M
0,1860,101,M
0,1861,101,M
0,1862,101,M
0,1863,101,M
0,1864,101,M
0,1865,101,M
0,1866,101,M
0,1867,101,M
0,1868,101,M
0,1869,101,M
0,1870,101,M
0,1871,101,M
0,1872,101,M
0,1873,101,M
0,1874,101,M
0,1875,101,M
0,1876,101,M
0,1877,101,M
0,1878,101,M
0,1879,101,M
0,1880,101,M
0,1881,101,M
0,1882,101,M
0,1883,101,M
0,1884,101,M
0,1885,101,M
0,1886,101,M
0,1887,101,M
0,1888,101,M
0,1889,101,M
0,1890,101,M
0,1891,101,M
0,1892,101,M
0,1893,101,M
0,1894,101,M
0,1895,101,M
0,1896,101,M
0,1897,101,M
0,1898,101,M
0,1899,101,M
0,1900,101,M
0,1901,101,M
0,1902,101,M
0,1903,101,M
1,1904,101,M
0,1905,101,M
0,1906,101,M
0,1907,101,M
0,1908,101,M
0,1909,101,M
0,1910,101,M
0,1911,101,M
0,1912,101,M
0,1913,101,M
0,1914,101,M
0,1915,101,M
0,1916,101,M
0,1917,101,M
0,1918,101,M
0,1919,101,M
0,1920,101,M
0,1921,101,M
0,1922,101,M
0,1923,101,M
0,1924,101,M
0,1925,101,M
0,1926,101,M
0,1927,101,M
0,1928,101,M
0,1929,101,M
0,1930,101,M
0,1931,101,M
0,1932,101,M
1,1933,101,M
0,1934,101,M
1,1935,101,M
1,1936,101,M
0,1937,101,M
0,1938,101,M
1,1939,101,M
1,1940,101,M
0,1941,101,M
0,1942,101,M
0,1943,101,M
0,1944,101,M
0,1945,101,M
0,1946,101,M
0,1947,101,M
0,1948,101,M
0,1949,101,M
0,1950,101,M
0,1951,101,M
0,1952,101,M
0,1953,101,M
0,1954,101,M
0,1955,101,M
0,1956,101,M
0,1957,101,M
0,1958,101,M
0,1959,101,M
0,1960,101,M
0,1961,101,M
0,1962,101,M
0,1963,101,M
0,1964,101,M
0,1965,101,M
0,1966,101,M
0,1967,101,M
0,1968,101,M
0,1969,101,M
2,1970,101,M
0,1971,101,M
0,1972,101,M
0,1973,101,M
0,1974,101,M
0,1975,101,M
0,1976,101,M
0,1977,101,M
1,1978,101,M
0,1979,101,M
0,1980,101,M
0,1981,101,M
1,1982,101,M
0,1983,101,M
0,1984,101,M
2,1985,101,M
2,1986,101,M
0,1987,101,M
0,1988,101,M
0,1989,101,M
1,1990,101,M
0,1991,101,M
2,1992,101,M
1,1993,101,M
4,1994,101,M
2,1995,101,M
1,1996,101,M
3,1997,101,M
2,1998,101,M
1,1999,101,M
1,2000,101,M
1,2001,101,M
2,2002,101,M
2,2003,101,M
0,2004,101,M
3,2005,101,M
5,2006,101,M
2,2007,101,M
1,2008,101,M
1,2009,101,M
2,2010,101,M
4,2011,101,M
1,2012,101,M
0,2013,101,M
1,2014,101,M
3,2015,101,M
0,2016,101,M
6,2017,101,M
5,2018,101,M
1,2019,101,M
0,1841,102,M
0,1842,102,M
0,1843,102,M
0,1844,102,M
0,1845,102,M
0,1846,102,M
0,1847,102,M
0,1848,102,M
0,1849,102,M
0,1850,102,M
0,1851,102,M
0,1852,102,M
1,1853,102,M
1,1854,102,M
0,1855,102,M
0,1856,102,M
0,1857,102,M
0,1858,102,M
0,1859,102,M
0,1860,102,M
0,1861,102,M
0,1862,102,M
0,1863,102,M
0,1864,102,M
0,1865,102,M
0,1866,102,M
0,1867,102,M
0,1868,102,M
0,1869,102,M
0,1870,102,M
0,1871,102,M
0,1872,102,M
0,1873,102,M
0,1874,102,M
0,1875,102,M
0,1876,102,M
0,1877,102,M
0,1878,102,M
0,1879,102,M
0,1880,102,M
0,1881,102,M
0,1882,102,M
0,1883,102,M
0,1884,102,M
0,1885,102,M
0,1886,102,M
0,1887,102,M
0,1888,102,M
0,1889,102,M
0,1890,102,M
0,1891,102,M
0,1892,102,M
0,1893,102,M
