ID,greek_letter,constellation,RA_hour,RA_min,RA_sec,dec_deg,dec_min,dec_sec,magnitude
5660,,Lup,15,14,37.2,-31,31,09,4.91
5666,eps,Cir,15,17,38.8,-63,36,38,4.86
5670,bet,Cir,15,17,30.8,-58,48,04,4.07
5671,gam,TrA,15,18,54.6,-68,40,46,2.89
5681,del,Boo,15,15,30.1,+33,18,53,3.49
5683,mu,Lup,15,18,31.9,-47,52,30,4.27
5685,bet,Lib,15,17,00.3,-09,22,59,2.62
5686,,Lup,15,17,49.7,-30,08,55,4.33
5695,del,Lup,15,21,22.2,-40,38,52,3.22
5698,nu1,Lup,15,22,08.2,-47,55,40,5.00
5704,gam,Cir,15,23,22.6,-59,19,15,4.51
5705,phi1,Lup,15,21,48.3,-36,15,41,3.56
5708,eps,Lup,15,22,40.8,-44,41,22,3.37
5712,phi2,Lup,15,23,09.2,-36,51,30,4.54
5723,eps,Lib,15,24,11.8,-10,19,20,4.94
5724,,,15,25,20.1,-38,44,01,4.60
5733,mu1,Boo,15,24,29.3,+37,22,38,4.32
5735,gam,UMi,15,20,43.6,+71,50,02,3.05
5744,iot,Dra,15,24,55.6,+58,57,57,3.29
5747,bet,CrB,15,27,49.7,+29,06,20,3.68
5771,eps,TrA,15,36,43.1,-66,19,02,4.11
5776,gam,Lup,15,35,08.3,-41,10,00,2.78
5777,,Lib,15,34,10.6,-10,03,53,4.62
5778,tet,CrB,15,32,55.7,+31,21,32,4.13
5781,,,15,35,53.1,-44,57,31,4.54
5787,gam,Lib,15,35,31.5,-14,47,22,3.91
5788,del,Ser,15,34,48.0,+10,32,15,3.80
5789,del,Ser,15,34,48.1,+10,32,21,3.80
5793,alf,CrB,15,34,41.2,+26,42,53,2.24
5794,ups,Lib,15,37,01.4,-28,08,06,3.57
5797,omg,Lup,15,38,03.1,-42,34,02,4.33
5812,tau,Lib,15,38,39.3,-29,46,40,3.65
5820,psi1,Lup,15,39,45.9,-34,24,42,4.67
5824,,Lib,15,40,16.8,-23,49,05,4.96
5825,,,15,41,11.2,-44,39,40,4.64
5826,tet,UMi,15,31,24.7,+77,20,57,4.96
5838,kap,Lib,15,41,56.7,-19,40,44,4.72
5839,psi2,Lup,15,42,40.9,-34,42,38,4.75
5842,iot,Ser,15,41,33.0,+19,40,13,4.53
5849,gam,CrB,15,42,44.5,+26,17,44,3.85
5854,alf,Ser,15,44,16.0,+06,25,32,2.65
5867,bet,Ser,15,46,11.2,+15,25,18,3.67
5868,lam,Ser,15,46,26.5,+07,21,11,4.43
5879,kap,Ser,15,48,44.3,+18,08,29,4.09
5881,mu,Ser,15,49,37.1,-03,25,49,3.53
5883,chi,Lup,15,50,57.4,-33,37,38,3.95
5885,,Sco,15,50,58.6,-25,45,05,4.68
5889,del,CrB,15,49,35.6,+26,04,06,4.63
5892,eps,Ser,15,50,48.9,+04,28,40,3.70
5897,bet,TrA,15,55,08.4,-63,25,50,2.85
5899,ro,Ser,15,51,15.8,+20,58,40,4.78
5901,kap,CrB,15,51,13.8,+35,39,26,4.82
5903,zet,UMi,15,44,03.3,+77,47,40,4.32
5904,,Sco,15,53,36.6,-25,19,38,4.59
5908,tet,Lib,15,53,49.4,-16,43,46,4.16
5914,chi,Her,15,52,40.4,+42,27,06,4.62
5928,ro,Sco,15,56,53.0,-29,12,50,3.86
5933,gam,Ser,15,56,27.1,+15,39,42,3.86
5941,,Lib,15,58,11.3,-14,16,46,4.87
5943,,,15,59,30.2,-41,44,39,4.99
5944,pi,Sco,15,58,51.0,-26,06,51,2.91
5947,eps,CrB,15,57,35.2,+26,52,40,4.16
5948,eta,Lup,16,00,07.2,-38,23,49,3.41
5953,del,Sco,16,00,19.9,-22,37,18,2.32
5958,,,15,59,30.1,+25,55,13,2.00
5960,,,15,57,47.3,+54,44,59,4.95
5961,iot1,Nor,16,03,31.9,-57,46,31,4.63
5962,eta,Nor,16,03,12.7,-49,13,47,4.65
5967,,,16,03,24.0,-38,36,09,4.89
5969,,,16,03,20.5,-25,51,55,5.00
5971,iot,CrB,16,01,26.6,+29,51,04,4.98
5972,pi,Ser,16,02,17.7,+22,48,16,4.83
5978,xi,Sco,16,04,22.0,-11,22,23,4.77
5980,del,Nor,16,06,29.3,-45,10,23,4.73
5982,ups,Her,16,02,47.8,+46,02,12,4.76
5984,bet1,Sco,16,05,26.1,-19,48,19,2.58
5985,bet2,Sco,16,05,26.4,-19,48,07,4.92
5986,tet,Dra,16,01,53.2,+58,33,55,4.03
5987,tet,Lup,16,06,35.4,-36,48,08,4.23
5993,omg1,Sco,16,06,48.3,-20,40,09,3.97
5997,omg2,Sco,16,07,24.2,-20,52,07,4.33
6008,kap,Her,16,08,04.4,+17,02,49,5.00
6018,tau,CrB,16,08,58.2,+36,29,27,4.76
6020,del1,Aps,16,20,20.7,-78,41,45,4.68
6023,phi,Her,16,08,46.1,+44,56,06,4.27
6024,kap,Nor,16,13,28.6,-54,37,50,4.94
6027,nu,Sco,16,11,59.6,-19,27,38,4.01
6028,,Sco,16,12,18.1,-27,55,35,4.59
6030,del,TrA,16,15,26.2,-63,41,08,3.85
6031,psi,Sco,16,11,59.9,-10,03,51,4.93
6056,del,Oph,16,14,20.6,-03,41,40,2.75
6058,gam1,Nor,16,17,00.8,-50,04,05,4.98
6070,,,16,18,17.8,-28,36,51,4.77
6072,gam2,Nor,16,19,50.3,-50,09,20,4.02
6075,eps,Oph,16,18,19.2,-04,41,33,3.23
6081,omi,Sco,16,20,38.1,-24,10,10,4.57
6084,sig,Sco,16,21,11.2,-25,35,34,2.88
6092,tau,Her,16,19,44.3,+46,18,48,3.91
6093,sig,Ser,16,22,04.3,+01,01,45,4.82
6095,gam,Her,16,21,55.1,+19,09,11,3.76
6098,zet,TrA,16,28,28.1,-70,05,04,4.91
6102,gam,Aps,16,33,27.1,-78,53,49,3.89
6103,xi,CrB,16,22,05.7,+30,53,32,4.85
6104,psi,Oph,16,24,06.1,-20,02,15,4.50
6115,eps,Nor,16,27,11.0,-47,33,18,4.47
6116,eta,UMi,16,17,30.2,+75,45,19,4.95
6117,omg,Her,16,25,24.9,+14,02,00,4.58
6118,chi,Oph,16,27,01.3,-18,27,23,4.43
6129,ups,Oph,16,27,48.1,-08,22,18,4.63
6132,eta,Dra,16,23,59.3,+61,30,51,2.74
6134,alf,Sco,16,29,24.4,-26,25,55,0.91
6141,,Sco,16,30,12.4,-25,06,54,4.79
6143,,,16,31,22.8,-34,42,16,4.23
6147,phi,Oph,16,31,08.2,-16,36,46,4.27
6148,bet,Her,16,30,13.1,+21,29,22,2.77
6149,lam,Oph,16,30,54.7,+01,59,02,3.83
6153,omg,Oph,16,32,08.0,-21,27,59,4.45
6155,mu,Nor,16,34,04.8,-44,02,43,4.91
6159,,Her,16,32,36.2,+11,29,17,4.85
6161,,Dra,16,27,58.8,+68,46,05,5.01
6163,bet,Aps,16,43,04.4,-77,31,03,4.24
6165,tau,Sco,16,35,52.9,-28,12,58,2.81
6166,,,16,36,22.4,-35,15,20,4.16
6168,sig,Her,16,34,06.1,+42,26,13,4.20
6175,zet,Oph,16,37,09.4,-10,34,02,2.56
6196,,,16,41,34.3,-17,44,32,4.96
6200,,Her,16,38,44.7,+48,55,42,4.90
6212,zet,Her,16,41,17.1,+31,36,10,2.81
6217,alf,TrA,16,48,39.9,-69,01,40,1.92
6220,eta,Her,16,42,53.7,+38,55,20,3.50
6223,,Dra,16,40,55.0,+64,35,20,4.83
6229,eta,Ara,16,49,47.0,-59,02,29,3.76
6237,,,16,45,17.7,+56,46,55,4.84
6241,eps,Sco,16,50,09.7,-34,17,36,2.29
6243,,Oph,16,49,49.9,-10,46,59,4.66
6247,mu1,Sco,16,51,52.1,-38,02,51,3.04
6252,mu2,Sco,16,52,20.0,-38,01,03,3.57
6254,,Her,16,49,14.1,+45,59,00,4.82
6262,zet1,Sco,16,53,59.6,-42,21,43,4.73
6271,zet2,Sco,16,54,34.9,-42,21,41,3.59
6281,iot,Oph,16,54,00.4,+10,09,55,4.38
6285,zet,Ara,16,58,37.1,-55,59,24,3.13
6295,eps1,Ara,16,59,35.0,-53,09,38,4.06
6299,kap,Oph,16,57,40.0,+09,22,30,3.20
6315,,Dra,16,56,01.6,+65,08,05,4.90
6318,,Oph,17,01,03.5,-04,13,21,4.82
6322,eps,UMi,16,45,57.8,+82,02,14,4.23
6324,eps,Her,17,00,17.3,+30,55,35,3.92
6334,,,17,04,49.3,-34,07,23,4.87
6337,,,17,03,07.8,+14,05,31,4.98
6355,,Her,17,05,22.6,+12,44,27,4.91
6378,eta,Oph,17,10,22.6,-15,43,29,2.42
6380,eta,Sco,17,12,09.1,-43,14,21,3.34
6396,zet,Dra,17,08,47.1,+65,42,53,3.17
6406,alf1,Her,17,14,38.8,+14,23,25,3.48
6410,del,Her,17,15,01.8,+24,50,21,3.13
6415,,Oph,17,16,36.6,-00,26,43,4.72
6417,zet,Aps,17,21,59.5,-67,46,13,4.78
6418,pi,Her,17,15,02.7,+36,48,33,3.18
6431,,Her,17,17,19.4,+33,06,00,4.78
6436,,Her,17,17,40.2,+37,17,29,4.66
6445,xi,Oph,17,21,00.1,-21,06,46,4.38
6446,nu,Ser,17,20,49.5,-12,50,48,4.31
6452,,,17,20,18.8,+18,03,25,5.00
6453,tet,Oph,17,22,00.5,-24,59,58,3.26
6461,bet,Ara,17,25,17.9,-55,31,47,2.85
6462,gam,Ara,17,25,23.5,-56,22,39,3.34
6485,ro,Her,17,23,40.9,+37,08,45,4.52
6486,,Oph,17,26,22.1,-24,10,31,4.16
6492,,Oph,17,27,21.2,-29,52,01,4.27
6493,,,17,26,37.8,-05,05,12,4.54
6498,sig,Oph,17,26,30.8,+04,08,25,4.31
6500,del,Ara,17,31,05.9,-60,41,01,3.62
6508,ups,Sco,17,30,45.7,-37,17,45,2.68
6510,alf,Ara,17,31,50.4,-49,52,34,2.95
6519,,Oph,17,31,24.8,-23,57,46,4.81
6526,lam,Her,17,30,44.2,+26,06,38,4.41
6527,lam,Sco,17,33,36.4,-37,06,13,1.63
6536,bet,Dra,17,30,25.8,+52,18,05,2.81
6537,sig,Ara,17,35,39.4,-46,30,20,4.59
6546,,,17,36,32.7,-38,38,07,4.29
6553,tet,Sco,17,37,19.0,-42,59,52,1.87
6554,nu1,Dra,17,32,10.4,+55,11,03,4.90
6555,nu2,Dra,17,32,15.9,+55,10,22,4.87
6556,alf,Oph,17,34,56.0,+12,33,36,2.07
6561,xi,Ser,17,37,35.1,-15,23,55,3.52
6567,mu,Oph,17,37,50.6,-08,07,08,4.63
6569,lam,Ara,17,40,23.4,-49,24,56,4.77
6580,kap,Sco,17,42,29.1,-39,01,48,2.41
6581,omi,Ser,17,41,24.8,-12,52,31,4.24
6582,eta,Pav,17,45,43.9,-64,43,26,3.62
6588,iot,Her,17,39,27.8,+46,00,23,3.80
6595,,Oph,17,43,25.7,-21,41,00,4.87
6596,omg,Dra,17,36,56.9,+68,45,29,4.80
6603,bet,Oph,17,43,28.3,+04,34,02,2.78
6615,iot1,Sco,17,47,35.0,-40,07,37,3.03
6616,,Sgr,17,47,33.5,-27,49,51,4.54
6623,mu,Her,17,46,27.5,+27,43,15,3.42
6628,,,17,49,10.4,-31,42,12,4.83
6629,gam,Oph,17,47,53.5,+02,42,26,3.75
6630,,,17,49,51.4,-37,02,36,3.21
6631,iot2,Sco,17,50,11.0,-40,05,26,4.81
6636,psi1,Dra,17,41,56.2,+72,08,56,4.58
6675,,,17,56,47.3,-44,20,32,4.86
6682,,,17,57,47.6,-41,42,58,4.88
6688,xi,Dra,17,53,31.6,+56,52,21,3.75
6695,tet,Her,17,56,15.1,+37,15,02,3.88
6698,nu,Oph,17,59,01.5,-09,46,25,3.34
6700,,Sgr,17,59,47.5,-23,48,58,4.75
6703,xi,Her,17,57,45.8,+29,14,52,3.70
6705,gam,Dra,17,56,36.3,+51,29,20,2.22
6707,nu,Her,17,58,30.1,+30,11,22,4.41
6710,zet,Ser,18,00,28.8,-03,41,25,4.62
6712,,Oph,18,00,15.7,+04,22,07,4.60
6713,,Her,18,00,03.3,+16,45,03,4.67
6714,,Oph,18,00,38.6,+02,55,53,3.93
6723,,Oph,18,01,45.1,+01,18,19,4.42
6730,,Her,18,01,30.3,+21,35,44,4.96
6742,gam1,Sgr,18,05,01.2,-29,34,48,4.69
6743,tet,Ara,18,06,37.7,-50,05,30,3.66
6745,pi,Pav,18,08,34.7,-63,40,06,4.35
6746,gam2,Sgr,18,05,48.4,-30,25,27,2.99
6752,,Oph,18,05,27.2,+02,29,58,4.03
6766,,,18,08,04.9,-28,27,25,4.56
6770,,Oph,18,07,18.3,+08,44,02,4.63
6771,,Oph,18,07,20.9,+09,33,50,3.73
6779,omi,Her,18,07,32.5,+28,45,45,3.83
6783,eps,Tel,18,11,13.7,-45,57,15,4.53
6787,,Her,18,08,45.4,+20,48,52,4.35
6789,del,UMi,17,32,12.5,+86,35,11,4.36
6791,,,18,07,28.7,+43,27,42,5.00
6801,,Sgr,18,11,43.3,-23,42,04,4.98
6812,mu,Sgr,18,13,45.7,-21,03,32,3.85
6815,,Her,18,11,54.1,+31,24,19,4.97
6832,eta,Sgr,18,17,37.5,-36,45,42,3.11
6842,,,18,18,03.1,-27,02,33,4.63
6855,xi,Pav,18,23,13.5,-61,29,38,4.36
6859,del,Sgr,18,20,59.6,-29,49,41,2.70
6866,,Oph,18,20,52.0,+03,22,38,4.84
6868,,Her,18,20,17.8,+21,57,41,4.96
6869,eta,Ser,18,21,18.5,-02,53,56,3.25
6872,kap,Lyr,18,19,51.6,+36,03,52,4.34
6879,eps,Sgr,18,24,10.3,-34,23,05,1.85
6884,zet,Sct,18,23,39.4,-08,56,04,4.68
6895,,Her,18,23,41.8,+21,46,11,3.84
6896,,Sgr,18,25,20.9,-20,32,30,4.82
6897,alf,Tel,18,26,58.3,-45,58,06,3.51
6905,zet,Tel,18,28,49.8,-49,04,15,4.13
6913,lam,Sgr,18,27,58.1,-25,25,18,2.81
6916,nu,Pav,18,31,22.3,-62,16,42,4.64
6920,phi,Dra,18,20,45.3,+71,20,16,4.22
6923,,Dra,18,23,54.4,+58,48,02,4.99
6927,chi,Dra,18,21,03.2,+72,43,58,3.58
6930,gam,Sct,18,29,11.7,-14,33,57,4.71
6934,del1,Tel,18,31,45.3,-45,54,54,4.96
6945,,Dra,18,25,58.9,+65,33,49,4.82
6951,tet,CrA,18,33,30.1,-42,18,45,4.64
6973,alf,Sct,18,35,12.3,-08,14,39,3.83
6978,,Dra,18,32,34.3,+57,02,44,4.77
6982,zet,Pav,18,43,02.1,-71,25,42,4.01
7001,alf,Lyr,18,36,56.2,+38,47,01,0.03
7012,,,18,45,26.6,-64,52,17,4.79
7020,del,Sct,18,42,16.3,-09,03,09,4.72
7029,,,18,44,19.3,-35,38,32,4.87
7032,eps,Sct,18,43,31.2,-08,16,31,4.89
7039,phi,Sgr,18,45,39.3,-26,59,27,3.16
7056,zet1,Lyr,18,44,46.3,+37,36,18,4.36
7061,,Her,18,45,39.6,+20,32,47,4.19
7063,bet,Sct,18,47,10.4,-04,44,53,4.22
7064,,,18,46,04.4,+26,39,43,4.84
7069,,Her,18,47,01.2,+18,10,53,4.36
7074,lam,Pav,18,52,12.9,-62,11,16,4.22
7106,bet,Lyr,18,50,04.7,+33,21,46,3.42
7107,kap,Pav,18,56,57.0,-67,14,01,4.44
7116,nu1,Sgr,18,54,10.1,-22,44,42,4.83
7120,nu2,Sgr,18,55,07.0,-22,40,17,4.98
7121,sig,Sgr,18,55,15.8,-26,17,48,2.03
7125,omi,Dra,18,51,11.9,+59,23,18,4.67
7133,,Her,18,54,44.8,+22,38,43,4.60
7134,lam,Tel,18,58,27.6,-52,56,18,4.87
7137,,,18,53,13.5,+50,42,29,4.93
7139,del2,Lyr,18,54,30.1,+36,53,56,4.30
7141,tet1,Ser,18,56,13.1,+04,12,13,4.62
7142,tet2,Ser,18,56,14.5,+04,12,07,4.98
7149,eta,Sct,18,57,03.6,-05,50,46,4.83
7150,xi2,Sgr,18,57,43.7,-21,06,24,3.51
7152,eps,CrA,18,58,43.3,-37,06,26,4.87
7157,,Lyr,18,55,20.0,+43,56,46,4.00
7176,eps,Aql,18,59,37.3,+15,04,06,4.02
7178,gam,Lyr,18,58,56.5,+32,41,22,3.24
7180,ups,Dra,18,54,23.7,+71,17,50,4.82
7188,zet,CrA,19,03,06.7,-42,05,43,4.75
7192,lam,Lyr,19,00,00.8,+32,08,44,4.98
7193,,Aql,19,01,40.7,-05,44,20,4.02
7194,zet,Sgr,19,02,36.6,-29,52,49,2.59
7217,omi,Sgr,19,04,40.9,-21,44,30,3.77
7234,tau,Sgr,19,06,56.3,-27,40,14,3.31
7235,zet,Aql,19,05,24.5,+13,51,48,2.99
7236,lam,Aql,19,06,14.8,-04,52,57,3.43
7242,del,CrA,19,08,20.8,-40,29,48,4.59
7254,alf,CrA,19,09,28.2,-37,54,16,4.11
7259,bet,CrA,19,10,01.6,-39,20,27,4.11
7264,pi,Sgr,19,09,45.7,-21,01,25,2.88
7292,psi,Sgr,19,15,32.3,-25,15,24,4.83
7298,eta,Lyr,19,13,45.4,+39,08,46,4.38
7304,,Sgr,19,17,38.0,-18,57,11,4.93
7306,,Vul,19,16,12.9,+21,23,26,4.77
7309,,Dra,19,13,55.1,+57,42,18,4.99
7310,del,Dra,19,12,33.1,+67,39,42,3.07
7314,tet,Lyr,19,16,22.0,+38,08,01,4.38
7328,kap,Cyg,19,17,06.0,+53,22,07,3.76
7337,bet1,Sgr,19,22,38.2,-44,27,32,4.01
7340,ro1,Sgr,19,21,40.3,-17,50,50,3.93
7342,ups,Sgr,19,21,43.5,-15,57,18,4.61
7343,bet2,Sgr,19,23,13.1,-44,47,59,4.29
7348,alf,Sgr,19,23,53.0,-40,36,58,3.97
7352,tau,Dra,19,15,32.8,+73,21,20,4.45
7371,pi,Dra,19,20,40.0,+65,42,52,4.59
7372,,Cyg,19,24,07.5,+29,37,17,4.97
7377,del,Aql,19,25,29.8,+03,06,53,3.36
7387,nu,Aql,19,26,31.0,+00,20,19,4.72
7405,alf,Vul,19,28,42.2,+24,39,54,4.45
7417,bet1,Cyg,19,30,43.2,+27,57,35,3.14
7420,iot2,Cyg,19,29,42.2,+51,43,47,3.78
7424,iot,Tel,19,35,12.8,-48,05,57,4.90
7426,,Cyg,19,31,46.2,+34,27,11,4.74
7429,mu,Aql,19,34,05.3,+07,22,44,4.45
7437,,Vul,19,34,34.8,+19,46,24,4.99
7440,,Sgr,19,36,42.3,-24,53,01,4.60
7446,kap,Aql,19,36,53.4,-07,01,39,4.96
7447,iot,Aql,19,36,43.2,-01,17,11,4.36
7462,sig,Dra,19,32,21.5,+69,39,40,4.69
7469,tet,Cyg,19,36,26.4,+50,13,16,4.47
7478,phi,Cyg,19,39,22.5,+30,09,12,4.70
7479,alf,Sge,19,40,05.7,+18,00,50,4.38
7488,bet,Sge,19,41,02.9,+17,28,33,4.38
7515,,Sgr,19,46,21.6,-19,45,40,4.86
7517,,Cyg,19,44,16.5,+37,21,16,4.89
7525,gam,Aql,19,46,15.5,+10,36,48,2.72
7528,del,Cyg,19,44,58.4,+45,07,51,2.87
7534,,Cyg,19,46,25.5,+33,43,40,4.99
7536,del,Sge,19,47,23.2,+18,32,03,3.81
7546,zet,Sge,19,48,58.6,+19,08,31,5.00
7557,alf,Aql,19,50,46.9,+08,52,06,0.76
7564,chi,Cyg,19,50,33.8,+32,54,51,4.24
7565,,Vul,19,51,04.0,+22,36,36,4.96
7570,eta,Aql,19,52,28.3,+01,00,20,3.90
7581,iot,Sgr,19,55,15.5,-41,52,06,4.13
7582,eps,Dra,19,48,10.3,+70,16,04,3.84
7590,eps,Pav,20,00,35.4,-72,54,38,3.96
7592,,Vul,19,53,27.6,+24,04,47,4.58
7595,xi,Aql,19,54,14.8,+08,27,41,4.68
7597,omg,Sgr,19,55,50.3,-26,17,58,4.70
7602,bet,Aql,19,55,18.7,+06,24,24,3.72
7604,,Sgr,19,56,56.7,-27,10,12,4.50
7613,,Cyg,19,55,51.6,+38,29,12,4.95
7615,eta,Cyg,19,56,18.3,+35,05,00,3.93
7618,,Sgr,19,58,57.1,-26,11,44,4.82
7619,psi,Cyg,19,55,37.7,+52,26,20,4.92
7623,tet1,Sgr,19,59,44.1,-35,16,35,4.37
7633,,,19,55,55.2,+58,50,46,4.96
7635,gam,Sge,19,58,45.3,+19,29,32,3.47
7650,,Sgr,20,02,39.4,-27,42,36,4.54
7652,,,20,03,33.4,-37,56,27,4.77
7653,,Vul,20,01,06.0,+27,45,13,4.65
7659,,,20,04,19.5,-32,03,22,4.99
7665,del,Pav,20,08,43.2,-66,10,56,3.56
7673,xi,Tel,20,07,23.1,-52,52,51,4.97
7685,ro,Dra,20,02,48.9,+67,52,25,4.50
7708,,Cyg,20,09,25.5,+36,50,23,4.93
7710,tet,Aql,20,11,18.2,-00,49,17,3.22
7724,ro,Aql,20,14,16.5,+15,11,51,4.95
7730,,Cyg,20,13,17.9,+46,48,57,4.83
7735,,Cyg,20,13,37.8,+46,44,29,3.80
7736,,Cyg,20,14,31.9,+36,48,23,4.99
7739,,,20,15,15.8,+25,35,31,4.77
7740,,Cyg,20,13,23.8,+56,34,04,4.30
7744,,Vul,20,15,46.0,+27,48,51,4.52
7747,alf1,Cap,20,17,38.8,-12,30,30,4.27
7750,kap,Cep,20,08,53.2,+77,42,41,4.39
7751,,Cyg,20,15,28.2,+47,42,52,3.98
7754,alf2,Cap,20,18,03.2,-12,32,42,3.58
7763,,Cyg,20,17,47.1,+38,01,59,4.82
7773,nu,Cap,20,20,39.7,-12,45,33,4.76
7776,bet,Cap,20,21,00.6,-14,46,53,3.08
7790,alf,Pav,20,25,38.8,-56,44,07,1.94
7796,gam,Cyg,20,22,13.6,+40,15,24,2.23
7806,,Cyg,20,23,51.5,+32,11,25,4.44
7822,ro,Cap,20,28,51.5,-17,48,49,4.81
7831,,Aql,20,29,38.9,-02,53,08,4.91
7834,,Cyg,20,29,23.6,+30,22,07,4.01
7844,omg1,Cyg,20,30,03.4,+48,57,06,4.95
7848,phi1,Pav,20,35,34.7,-60,34,54,4.76
7850,tet,Cep,20,29,34.8,+62,59,39,4.22
7852,eps,Del,20,33,12.7,+11,18,12,4.04
7859,ro,Pav,20,37,35.2,-61,31,48,4.88
7866,,Cyg,20,33,54.1,+35,15,03,4.63
7869,alf,Ind,20,37,34.0,-47,17,29,3.11
7871,zet,Del,20,35,18.4,+14,40,27,4.69
7873,,Aql,20,36,43.5,-02,32,59,4.89
7882,bet,Del,20,37,32.9,+14,35,43,3.63
7884,,Aql,20,38,20.2,-01,06,19,4.33
7891,,Vul,20,38,31.2,+21,12,04,4.82
7906,alf,Del,20,39,38.2,+15,54,43,3.77
7913,bet,Pav,20,44,57.4,-66,12,11,3.42
7920,eta,Ind,20,44,02.2,-51,55,16,4.51
7924,alf,Cyg,20,41,25.8,+45,16,49,1.25
7928,del,Del,20,43,27.5,+15,04,28,4.44
7936,psi,Cap,20,46,05.6,-25,16,16,4.13
7939,,Vul,20,44,52.4,+25,16,15,4.91
7942,,Cyg,20,45,39.6,+30,43,11,4.23
7948,gam2,Del,20,46,39.4,+16,07,27,4.27
7949,eps,Cyg,20,46,12.6,+33,58,13,2.46
7950,eps,Aqr,20,47,40.5,-09,29,45,3.77
7951,,Aqr,20,47,44.1,-05,01,40,4.44
7952,zet,Ind,20,49,28.9,-46,13,37,4.89
7955,,,20,45,21.0,+57,34,47,4.52
7956,,,20,47,10.7,+34,22,27,4.92
7957,eta,Cep,20,45,17.3,+61,50,20,3.43
7963,lam,Cyg,20,47,24.4,+36,29,27,4.54
7965,alf,Mic,20,49,58.0,-33,46,48,4.90
7977,,Cyg,20,48,56.2,+46,06,51,4.86
7980,omg,Cap,20,51,49.2,-26,55,09,4.12
7986,bet,Ind,20,54,48.5,-58,27,15,3.65
7990,mu,Aqr,20,52,39.1,-08,59,00,4.75
7995,,Vul,20,52,07.6,+27,05,49,4.57
8001,,Cyg,20,53,14.7,+44,23,14,4.77
8028,nu,Cyg,20,57,10.3,+41,10,02,3.94
8039,gam,Mic,21,01,17.4,-32,15,28,4.67
8047,,Cyg,20,59,49.5,+47,31,16,4.75
8060,eta,Cap,21,04,24.2,-19,51,18,4.84
8075,tet,Cap,21,05,56.7,-17,13,58,4.07
8079,xi,Cyg,21,04,55.8,+43,55,40,3.73
8080,,Cap,21,07,07.6,-25,00,21,4.49
8089,,Cyg,21,06,36.0,+47,38,54,4.60
8093,nu,Aqr,21,09,35.5,-11,22,18,4.52
8097,gam,Equ,21,10,20.5,+10,07,53,4.68
8115,zet,Cyg,21,12,56.1,+30,13,37,3.21
8123,del,Equ,21,14,28.8,+10,00,25,4.49
8130,tau,Cyg,21,14,47.4,+38,02,44,3.73
8131,alf,Equ,21,15,49.3,+05,14,52,3.90
8135,eps,Mic,21,17,56.2,-32,10,21,4.71
8140,tet,Ind,21,19,51.9,-53,26,59,4.39
8143,sig,Cyg,21,17,24.9,+39,23,41,4.24
8146,ups,Cyg,21,17,55.0,+34,53,49,4.42
8151,tet1,Mic,21,20,45.5,-40,48,35,4.82
8154,,Cyg,21,18,27.0,+43,56,46,5.00
8162,alf,Cep,21,18,34.7,+62,35,08,2.45
8167,iot,Cap,21,22,14.7,-16,50,05,4.27
8173,,Peg,21,22,05.1,+19,48,16,4.09
8181,gam,Pav,21,26,26.7,-65,21,59,4.22
8204,zet,Cap,21,26,39.9,-22,24,41,3.74
8213,,Cap,21,28,43.3,-21,48,26,4.50
8225,,Peg,21,29,56.8,+23,38,20,4.57
8232,bet,Aqr,21,31,33.4,-05,34,16,2.89
8238,bet,Cep,21,28,39.5,+70,33,39,3.23
8252,ro,Cyg,21,33,58.8,+45,35,31,4.02
8254,nu,Oct,21,41,28.6,-77,23,24,3.76
8255,,Cyg,21,34,46.5,+38,32,03,4.91
8260,eps,Cap,21,37,04.7,-19,27,58,4.68
8264,xi,Aqr,21,37,45.0,-07,51,15,4.69
8278,gam,Cap,21,40,05.4,-16,39,45,3.67
8279,,Cep,21,37,55.1,+62,04,55,4.73
8288,kap,Cap,21,42,39.4,-18,51,59,4.73
8301,pi1,Cyg,21,42,05.6,+51,11,23,4.67
8305,iot,PsA,21,44,56.7,-33,01,33,4.34
8308,eps,Peg,21,44,11.1,+09,52,30,2.39
8309,mu1,Cyg,21,44,08.5,+28,44,34,4.73
8313,,Peg,21,44,30.6,+17,21,00,4.35
8315,kap,Peg,21,44,38.6,+25,38,42,4.12
8316,mu,Cep,21,43,30.3,+58,46,48,4.08
8317,,Cep,21,41,55.2,+71,18,42,4.57
8322,del,Cap,21,47,02.3,-16,07,38,2.83
8334,nu,Cep,21,45,26.8,+61,07,15,4.29
8335,pi2,Cyg,21,46,47.5,+49,18,35,4.24
8353,gam,Gru,21,53,55.6,-37,21,54,3.01
8368,del,Ind,21,57,55.0,-54,59,34,4.40
8383,,,21,56,39.1,+63,37,33,4.90
8387,eps,Ind,22,03,21.3,-56,47,10,4.69
8402,omi,Aqr,22,03,18.7,-02,09,19,4.69
8411,lam,Gru,22,06,06.8,-39,32,36,4.46
8413,nu,Peg,22,05,40.7,+05,03,31,4.84
8414,alf,Aqr,22,05,46.9,-00,19,11,2.94
8417,xi,Cep,22,03,47.3,+64,37,41,4.29
8418,iot,Aqr,22,06,26.1,-13,52,11,4.25
8425,alf,Gru,22,08,13.9,-46,57,40,1.71
8430,iot,Peg,22,07,00.6,+25,20,42,3.76
8431,mu,PsA,22,08,22.9,-32,59,19,4.50
8433,ups,PsA,22,08,25.9,-34,02,38,4.99
8447,tau,PsA,22,10,08.7,-32,32,55,4.92
8450,tet,Peg,22,10,11.9,+06,11,52,3.55
